dose	dose_unit	time	time_unit	pc	IRS_per_vol	nad	nadh	nadh_nad	nadh_ratio	atp	fbp_dhap_grap	g6p	adp	atp_adp	atp_ratio	dhap	lac	pyr	pg3	f26bp	pep	pg2	f6p	fbp	grap	phos	unit	measurement	species	study	experiment
9.0	mM 	9.9	min	3.0	0.006289693759837275																						mM/min 	rate	mouse	Alcazar2019_Etc8	Experiment11
9.0	mM 	10.000000000000002	min	3.0	0.006435314704196033																						mM/min 	rate	mouse	Alcazar2019_Etc8	Experiment11
9.0	mM 	10.1	min	3.0	0.006412128456744736																						mM/min 	rate	mouse	Alcazar2019_Etc8	Experiment11
9.0	mM 	10.2	min	3.0	0.006417500879934672																						mM/min 	rate	mouse	Alcazar2019_Etc8	Experiment11
9.0	mM 	10.3	min	3.0	0.006415521566127853																						mM/min 	rate	mouse	Alcazar2019_Etc8	Experiment11
9.0	mM 	10.4	min	3.0	0.00641806639816519																						mM/min 	rate	mouse	Alcazar2019_Etc8	Experiment11
9.0	mM 	10.500000000000002	min	3.0	0.006420893989317787																						mM/min 	rate	mouse	Alcazar2019_Etc8	Experiment11
9.0	mM 	10.6	min	3.0	0.006650777150023942																						mM/min 	rate	mouse	Alcazar2019_Etc8	Experiment11
9.0	mM 	10.7	min	3.0	0.006819867100949257																						mM/min 	rate	mouse	Alcazar2019_Etc8	Experiment11
9.0	mM 	10.8	min	3.0	0.006801204999342115																						mM/min 	rate	mouse	Alcazar2019_Etc8	Experiment11
9.0	mM 	10.9	min	3.0	0.0068062946634155404																						mM/min 	rate	mouse	Alcazar2019_Etc8	Experiment11
9.0	mM 	11.000000000000002	min	3.0	0.006805446386071012																						mM/min 	rate	mouse	Alcazar2019_Etc8	Experiment11
9.0	mM 	11.1	min	3.0	0.006804315349609972																						mM/min 	rate	mouse	Alcazar2019_Etc8	Experiment11
9.0	mM 	11.2	min	3.0	0.0068079912181083484																						mM/min 	rate	mouse	Alcazar2019_Etc8	Experiment11
9.0	mM 	11.3	min	3.0	0.006803467072264193																						mM/min 	rate	mouse	Alcazar2019_Etc8	Experiment11
9.0	mM 	11.4	min	3.0	0.007023453663936257																						mM/min 	rate	mouse	Alcazar2019_Etc8	Experiment11
9.0	mM 	11.500000000000002	min	3.0	0.007206964329739817																						mM/min 	rate	mouse	Alcazar2019_Etc8	Experiment11
9.0	mM 	11.6	min	3.0	0.007190281541939493																						mM/min 	rate	mouse	Alcazar2019_Etc8	Experiment11
9.0	mM 	11.7	min	3.0	0.007195371206014168																						mM/min 	rate	mouse	Alcazar2019_Etc8	Experiment11
9.0	mM 	11.8	min	3.0	0.007193957410437869																						mM/min 	rate	mouse	Alcazar2019_Etc8	Experiment11
9.0	mM 	11.9	min	3.0	0.0071942401695518805																						mM/min 	rate	mouse	Alcazar2019_Etc8	Experiment11
9.0	mM 	12.000000000000002	min	3.0	0.0071942401695518805																						mM/min 	rate	mouse	Alcazar2019_Etc8	Experiment11
9.0	mM 	12.1	min	3.0	0.0071942401695518805																						mM/min 	rate	mouse	Alcazar2019_Etc8	Experiment11
9.0	mM 	12.2	min	3.0	0.0071942401695518805																						mM/min 	rate	mouse	Alcazar2019_Etc8	Experiment11
9.0	mM 	12.3	min	3.0	0.0071942401695518805																						mM/min 	rate	mouse	Alcazar2019_Etc8	Experiment11
9.0	mM 	12.4	min	3.0	0.0071942401695518805																						mM/min 	rate	mouse	Alcazar2019_Etc8	Experiment11
9.0	mM 	12.500000000000002	min	3.0	0.0071942401695518805																						mM/min 	rate	mouse	Alcazar2019_Etc8	Experiment11
9.0	mM 	12.6	min	3.0	0.0071942401695518805																						mM/min 	rate	mouse	Alcazar2019_Etc8	Experiment11
9.0	mM 	12.7	min	3.0	0.0071942401695518805																						mM/min 	rate	mouse	Alcazar2019_Etc8	Experiment11
9.0	mM 	12.8	min	3.0	0.0071942401695518805																						mM/min 	rate	mouse	Alcazar2019_Etc8	Experiment11
9.0	mM 	12.9	min	3.0	0.0071942401695518805																						mM/min 	rate	mouse	Alcazar2019_Etc8	Experiment11
9.0	mM 	13.000000000000002	min	3.0	0.0071942401695518805																						mM/min 	rate	mouse	Alcazar2019_Etc8	Experiment11
9.0	mM 	13.1	min	3.0	0.0071942401695518805																						mM/min 	rate	mouse	Alcazar2019_Etc8	Experiment11
9.0	mM 	13.2	min	3.0	0.00719452292866839																						mM/min 	rate	mouse	Alcazar2019_Etc8	Experiment11
9.0	mM 	13.3	min	3.0	0.007192260855746311																						mM/min 	rate	mouse	Alcazar2019_Etc8	Experiment11
9.0	mM 	13.4	min	3.0	0.007203571220356701																						mM/min 	rate	mouse	Alcazar2019_Etc8	Experiment11
9.0	mM 	13.500000000000002	min	3.0	0.007153522856955729																						mM/min 	rate	mouse	Alcazar2019_Etc8	Experiment11
9.0	mM 	13.6	min	3.0	0.007463144088165127																						mM/min 	rate	mouse	Alcazar2019_Etc8	Experiment11
9.0	mM 	13.7	min	3.0	0.007601130536411871																						mM/min 	rate	mouse	Alcazar2019_Etc8	Experiment11
9.0	mM 	13.8	min	3.0	0.00758105463922843																						mM/min 	rate	mouse	Alcazar2019_Etc8	Experiment11
9.0	mM 	13.9	min	3.0	0.007583033953035249																						mM/min 	rate	mouse	Alcazar2019_Etc8	Experiment11
9.0	mM 	14.000000000000002	min	3.0	0.007583316712150508																						mM/min 	rate	mouse	Alcazar2019_Etc8	Experiment11
9.0	mM 	14.1	min	3.0	0.007583033953035249																						mM/min 	rate	mouse	Alcazar2019_Etc8	Experiment11
9.0	mM 	14.2	min	3.0	0.0075835994712657685																						mM/min 	rate	mouse	Alcazar2019_Etc8	Experiment11
9.0	mM 	14.3	min	3.0	0.007580489120997911																						mM/min 	rate	mouse	Alcazar2019_Etc8	Experiment11
9.0	mM 	14.4	min	3.0	0.007594344317645638																						mM/min 	rate	mouse	Alcazar2019_Etc8	Experiment11
9.0	mM 	14.500000000000002	min	3.0	0.007543164917783628																						mM/min 	rate	mouse	Alcazar2019_Etc8	Experiment11
9.0	mM 	14.6	min	3.0	0.007920365577540098																						mM/min 	rate	mouse	Alcazar2019_Etc8	Experiment11
9.0	mM 	14.7	min	3.0	0.007974938086785224																						mM/min 	rate	mouse	Alcazar2019_Etc8	Experiment11
9.0	mM 	14.8	min	3.0	0.007967869108902481																						mM/min 	rate	mouse	Alcazar2019_Etc8	Experiment11
9.0	mM 	14.9	min	3.0	0.00803205542806644																						mM/min 	rate	mouse	Alcazar2019_Etc8	Experiment11
9.0	mM 	15.000000000000002	min	3.0	0.008379000862490119																						mM/min 	rate	mouse	Alcazar2019_Etc8	Experiment11
9.0	mM 	15.1	min	3.0	0.008491821749479997																						mM/min 	rate	mouse	Alcazar2019_Etc8	Experiment11
9.0	mM 	15.2	min	3.0	0.008879201737385817																						mM/min 	rate	mouse	Alcazar2019_Etc8	Experiment11
9.0	mM 	15.3	min	3.0	0.00906327792141865																						mM/min 	rate	mouse	Alcazar2019_Etc8	Experiment11
9.0	mM 	15.4	min	3.0	0.009294292118587092																						mM/min 	rate	mouse	Alcazar2019_Etc8	Experiment11
9.0	mM 	15.500000000000002	min	3.0	0.009490526944577339																						mM/min 	rate	mouse	Alcazar2019_Etc8	Experiment11
9.0	mM 	15.6	min	3.0	0.009916079413043222																						mM/min 	rate	mouse	Alcazar2019_Etc8	Experiment11
9.0	mM 	15.7	min	3.0	0.009905051807548092																						mM/min 	rate	mouse	Alcazar2019_Etc8	Experiment11
9.0	mM 	15.8	min	3.0	0.009967258812905232																						mM/min 	rate	mouse	Alcazar2019_Etc8	Experiment11
9.0	mM 	15.9	min	3.0	0.010064527948554577																						mM/min 	rate	mouse	Alcazar2019_Etc8	Experiment11
9.0	mM 	16.0	min	3.0	0.009907031121353663																						mM/min 	rate	mouse	Alcazar2019_Etc8	Experiment11
9.0	mM 	16.1	min	3.0	0.009817113722702319																						mM/min 	rate	mouse	Alcazar2019_Etc8	Experiment11
9.0	mM 	16.200000000000003	min	3.0	0.00960193403598967																						mM/min 	rate	mouse	Alcazar2019_Etc8	Experiment11
9.0	mM 	16.299999999999997	min	3.0	0.00920522299728028																						mM/min 	rate	mouse	Alcazar2019_Etc8	Experiment11
9.0	mM 	16.4	min	3.0	0.008952719107353346																						mM/min 	rate	mouse	Alcazar2019_Etc8	Experiment11
9.0	mM 	16.5	min	3.0	0.008733015274795293																						mM/min 	rate	mouse	Alcazar2019_Etc8	Experiment11
9.0	mM 	16.6	min	3.0	0.00831622833890371																						mM/min 	rate	mouse	Alcazar2019_Etc8	Experiment11
9.0	mM 	16.700000000000003	min	3.0	0.008100200374845282																						mM/min 	rate	mouse	Alcazar2019_Etc8	Experiment11
9.0	mM 	16.799999999999997	min	3.0	0.007990489838124509																						mM/min 	rate	mouse	Alcazar2019_Etc8	Experiment11
9.0	mM 	16.9	min	3.0	0.007759758400072575																						mM/min 	rate	mouse	Alcazar2019_Etc8	Experiment11
9.0	mM 	17.0	min	3.0	0.007658813395924854																						mM/min 	rate	mouse	Alcazar2019_Etc8	Experiment11
9.0	mM 	17.1	min	3.0	0.007943551824991395																						mM/min 	rate	mouse	Alcazar2019_Etc8	Experiment11
9.0	mM 	17.200000000000003	min	3.0	0.007982007064666717																						mM/min 	rate	mouse	Alcazar2019_Etc8	Experiment11
9.0	mM 	17.299999999999997	min	3.0	0.007967869108902481																						mM/min 	rate	mouse	Alcazar2019_Etc8	Experiment11
9.0	mM 	17.4	min	3.0	0.008378435344260849																						mM/min 	rate	mouse	Alcazar2019_Etc8	Experiment11
9.0	mM 	17.5	min	3.0	0.008377869826030329																						mM/min 	rate	mouse	Alcazar2019_Etc8	Experiment11
9.0	mM 	17.6	min	3.0	0.008638573730299795																						mM/min 	rate	mouse	Alcazar2019_Etc8	Experiment11
9.0	mM 	17.700000000000003	min	3.0	0.008763270500129332																						mM/min 	rate	mouse	Alcazar2019_Etc8	Experiment11
9.0	mM 	17.799999999999997	min	3.0	0.008749698062596865																						mM/min 	rate	mouse	Alcazar2019_Etc8	Experiment11
9.0	mM 	17.9	min	3.0	0.008738670457101737																						mM/min 	rate	mouse	Alcazar2019_Etc8	Experiment11
9.0	mM 	18.0	min	3.0	0.00878589122935011																						mM/min 	rate	mouse	Alcazar2019_Etc8	Experiment11
9.0	mM 	18.1	min	3.0	0.008379000862490119																						mM/min 	rate	mouse	Alcazar2019_Etc8	Experiment11
9.0	mM 	18.200000000000003	min	3.0	0.008353552542116744																						mM/min 	rate	mouse	Alcazar2019_Etc8	Experiment11
9.0	mM 	18.3	min	3.0	0.007954862189600535																						mM/min 	rate	mouse	Alcazar2019_Etc8	Experiment11
9.0	mM 	18.4	min	3.0	0.007885868965478411																						mM/min 	rate	mouse	Alcazar2019_Etc8	Experiment11
9.0	mM 	18.5	min	3.0	0.0075711580701930915																						mM/min 	rate	mouse	Alcazar2019_Etc8	Experiment11
9.0	mM 	18.6	min	3.0	0.007393868104926495																						mM/min 	rate	mouse	Alcazar2019_Etc8	Experiment11
9.0	mM 	18.700000000000003	min	3.0	0.007182647045827482																						mM/min 	rate	mouse	Alcazar2019_Etc8	Experiment11
9.0	mM 	18.8	min	3.0	0.007045508874925267																						mM/min 	rate	mouse	Alcazar2019_Etc8	Experiment11
9.0	mM 	18.9	min	3.0	0.007009032949058011																						mM/min 	rate	mouse	Alcazar2019_Etc8	Experiment11
9.0	mM 	19.0	min	3.0	0.0068079912181083484																						mM/min 	rate	mouse	Alcazar2019_Etc8	Experiment11
9.0	mM 	19.1	min	3.0	0.006784239452426531																						mM/min 	rate	mouse	Alcazar2019_Etc8	Experiment11
9.0	mM 	19.200000000000003	min	3.0	0.0063813077131814255																						mM/min 	rate	mouse	Alcazar2019_Etc8	Experiment11
9.0	mM 	19.3	min	3.0	0.0064279629671992805																						mM/min 	rate	mouse	Alcazar2019_Etc8	Experiment11
9.0	mM 	19.4	min	3.0	0.006413542252321034																						mM/min 	rate	mouse	Alcazar2019_Etc8	Experiment11
9.0	mM 	19.5	min	3.0	0.006416935361704151																						mM/min 	rate	mouse	Alcazar2019_Etc8	Experiment11
9.0	mM 	19.6	min	3.0	0.006417218120819411																						mM/min 	rate	mouse	Alcazar2019_Etc8	Experiment11
9.0	mM 	19.700000000000003	min	3.0	0.006413825011436295																						mM/min 	rate	mouse	Alcazar2019_Etc8	Experiment11
9.0	mM 	19.8	min	3.0	0.006422307784894086																						mM/min 	rate	mouse	Alcazar2019_Etc8	Experiment11
9.0	mM 	19.9	min	3.0	0.006421459507548307																						mM/min 	rate	mouse	Alcazar2019_Etc8	Experiment11
9.0	mM 	20.0	min	3.0	0.006821563655640815																						mM/min 	rate	mouse	Alcazar2019_Etc8	Experiment11
9.0	mM 	20.1	min	3.0	0.006874439610194382																						mM/min 	rate	mouse	Alcazar2019_Etc8	Experiment11
9.0	mM 	20.200000000000003	min	3.0	0.007277371349439488																						mM/min 	rate	mouse	Alcazar2019_Etc8	Experiment11
9.0	mM 	20.3	min	3.0	0.007576530493384275																						mM/min 	rate	mouse	Alcazar2019_Etc8	Experiment11
9.0	mM 	20.4	min	3.0	0.007884455169902113																						mM/min 	rate	mouse	Alcazar2019_Etc8	Experiment11
9.0	mM 	20.5	min	3.0	0.008280317931265725																						mM/min 	rate	mouse	Alcazar2019_Etc8	Experiment11
9.0	mM 	20.6	min	3.0	0.008343373213968643																						mM/min 	rate	mouse	Alcazar2019_Etc8	Experiment11
9.0	mM 	20.700000000000003	min	3.0	0.00873584286594914																						mM/min 	rate	mouse	Alcazar2019_Etc8	Experiment11
																															
10.0	mM 	2.0	min		0.0015941256545157919																						mM/min	rate	cell line	Corkey1989_Etc25	Experiment12
10.0	mM 	10.0	min		0.00576640987057282																						mM/min	rate	cell line	Corkey1989_Etc25	Experiment12
10.0	mM 	30.0	min		0.009473405870373687																						mM/min	rate	cell line	Corkey1989_Etc25	Experiment12
																															
10.0	mM 	2.0	min		0.0005740062004022172																						mM/min 	rate	cell line	Brun1996_Etc23	Experiment13
10.0	mM 	5.0	min		0.00474628366618551																						mM/min 	rate	cell line	Brun1996_Etc23	Experiment13
10.0	mM 	15.0	min		0.00562933388345853																						mM/min 	rate	cell line	Brun1996_Etc23	Experiment13
10.0	mM 	30.0	min		0.009473405870373689																						mM/min 	rate	cell line	Brun1996_Etc23	Experiment13
																															
11.0	mM 	0.0	min	3.0	0.001985459822752762																						mM/min 	rate	human	Alcazar2019_Etc3	Experiment14
11.0	mM 	0.0999999999999996	min	3.0	0.00220288340467723																						mM/min 	rate	human	Alcazar2019_Etc3	Experiment14
11.0	mM 	0.200000000000001	min	3.0	0.0018261593765902802																						mM/min 	rate	human	Alcazar2019_Etc3	Experiment14
11.0	mM 	0.3000000000000007	min	3.0	0.001867226435476242																						mM/min 	rate	human	Alcazar2019_Etc3	Experiment14
11.0	mM 	0.4000000000000003	min	3.0	0.001855303740960963																						mM/min 	rate	human	Alcazar2019_Etc3	Experiment14
11.0	mM 	0.5	min	3.0	0.0020714025790504																						mM/min 	rate	human	Alcazar2019_Etc3	Experiment14
11.0	mM 	0.5999999999999996	min	3.0	0.002133168760358722																						mM/min 	rate	human	Alcazar2019_Etc3	Experiment14
11.0	mM 	0.7000000000000011	min	3.0	0.0023161490025723833																						mM/min 	rate	human	Alcazar2019_Etc3	Experiment14
11.0	mM 	0.8000000000000007	min	3.0	0.0023202888270568555																						mM/min 	rate	human	Alcazar2019_Etc3	Experiment14
11.0	mM 	0.9000000000000004	min	3.0	0.0024186510568071783																						mM/min 	rate	human	Alcazar2019_Etc3	Experiment14
11.0	mM 	1.0	min	3.0	0.002763746825833494																						mM/min 	rate	human	Alcazar2019_Etc3	Experiment14
11.0	mM 	1.0999999999999996	min	3.0	0.0031391461100854132																						mM/min 	rate	human	Alcazar2019_Etc3	Experiment14
11.0	mM 	1.200000000000001	min	3.0	0.003382071010834229																						mM/min 	rate	human	Alcazar2019_Etc3	Experiment14
11.0	mM 	1.3000000000000007	min	3.0	0.003964627112289126																						mM/min 	rate	human	Alcazar2019_Etc3	Experiment14
11.0	mM 	1.4000000000000004	min	3.0	0.004173605452265272																						mM/min 	rate	human	Alcazar2019_Etc3	Experiment14
11.0	mM 	1.5	min	3.0	0.006764307614647837																						mM/min 	rate	human	Alcazar2019_Etc3	Experiment14
11.0	mM 	1.5999999999999996	min	3.0	0.007279301780516152																						mM/min 	rate	human	Alcazar2019_Etc3	Experiment14
11.0	mM 	1.700000000000001	min	3.0	0.007456486268451552																						mM/min 	rate	human	Alcazar2019_Etc3	Experiment14
11.0	mM 	1.8000000000000007	min	3.0	0.008978285748943451																						mM/min 	rate	human	Alcazar2019_Etc3	Experiment14
11.0	mM 	1.9000000000000004	min	3.0	0.010288788587747903																						mM/min 	rate	human	Alcazar2019_Etc3	Experiment14
11.0	mM 	2.0	min	3.0	0.010867204864718328																						mM/min 	rate	human	Alcazar2019_Etc3	Experiment14
11.0	mM 	2.1	min	3.0	0.011360671943267387																						mM/min 	rate	human	Alcazar2019_Etc3	Experiment14
11.0	mM 	2.200000000000001	min	3.0	0.011879640340640794																						mM/min 	rate	human	Alcazar2019_Etc3	Experiment14
11.0	mM 	2.3000000000000007	min	3.0	0.012174064657976442																						mM/min 	rate	human	Alcazar2019_Etc3	Experiment14
11.0	mM 	2.4000000000000004	min	3.0	0.012745194843854196																						mM/min 	rate	human	Alcazar2019_Etc3	Experiment14
11.0	mM 	2.5	min	3.0	0.01319246148115655																						mM/min 	rate	human	Alcazar2019_Etc3	Experiment14
11.0	mM 	2.6	min	3.0	0.013785781126271072																						mM/min 	rate	human	Alcazar2019_Etc3	Experiment14
11.0	mM 	2.700000000000001	min	3.0	0.014102891681781627																						mM/min 	rate	human	Alcazar2019_Etc3	Experiment14
11.0	mM 	2.8000000000000007	min	3.0	0.014576487602805221																						mM/min 	rate	human	Alcazar2019_Etc3	Experiment14
11.0	mM 	2.9000000000000004	min	3.0	0.014956854676438508																						mM/min 	rate	human	Alcazar2019_Etc3	Experiment14
11.0	mM 	3.0	min	3.0	0.015184545023084466																						mM/min 	rate	human	Alcazar2019_Etc3	Experiment14
11.0	mM 	3.1	min	3.0	0.01532447109065962																						mM/min 	rate	human	Alcazar2019_Etc3	Experiment14
11.0	mM 	3.200000000000001	min	3.0	0.015392364212204227																						mM/min 	rate	human	Alcazar2019_Etc3	Experiment14
11.0	mM 	3.3000000000000007	min	3.0	0.015453468021595765																						mM/min 	rate	human	Alcazar2019_Etc3	Experiment14
11.0	mM 	3.4000000000000004	min	3.0	0.015450321754987567																						mM/min 	rate	human	Alcazar2019_Etc3	Experiment14
11.0	mM 	3.5	min	3.0	0.015451812091801976																						mM/min 	rate	human	Alcazar2019_Etc3	Experiment14
11.0	mM 	3.6	min	3.0	0.015451646498822599																						mM/min 	rate	human	Alcazar2019_Etc3	Experiment14
11.0	mM 	3.700000000000001	min	3.0	0.015450156162008188																						mM/min 	rate	human	Alcazar2019_Etc3	Experiment14
11.0	mM 	3.8000000000000007	min	3.0	0.015456117509265828																						mM/min 	rate	human	Alcazar2019_Etc3	Experiment14
11.0	mM 	3.9	min	3.0	0.01540842673120471																						mM/min 	rate	human	Alcazar2019_Etc3	Experiment14
